text,true_label,predicted_label
"As Donald Trump and Hillary Clinton criss-crossed the United States on Sunday in a final, frenzied burst of campaigning, the Republican said he was the “last chance” to fix a broken country while his Democratic rival said a “moment of reckoning” had arrived. The two candidates in Tuesday’s presidential election presented starkly different views of the nation and evoked similarly disparate reactions from crowds gathered to hear them speak. In Iowa, Trump said he was the “last chance” to fix immigration and trade. Outside Minneapolis, he said the Somali refugee population there was a “disaster.” Supporters near Pittsburgh booed a song by musician Bruce Springsteen, who is set to campaign with Clinton on Monday night.  Chants of “lock her up” came in waves even as news broke that the FBI again said Clinton should not face prosecution for her email practices while secretary of state. As rocker and guitarist Ted Nugent warmed up a Trump rally in a Detroit suburb, he grabbed his crotch. “I’ve got your blue state right here,” Nugent said, referring to states that typically vote for Democratic candidates, including Michigan. “By the way, my language is much, much cleaner, as you know, than Jay Z,” Trump said at the same event.  Trump has criticized crude language in a Friday night concert that rapper Jay Z and his wife, Beyonce, held for Clinton in Cleveland. “The most filthy language you’ve ever heard,” Trump said at the Minnesota rally. One of his supporters there wore a t-shirt that said: “Rope. Tree. Journalist. Some Assembly Required.” Clinton began and ended Sunday with renditions of “America the Beautiful.” The first was at a black church in Philadelphia, the second time performed by folk singer James Taylor at a get-out-the-vote rally in New Hampshire, where the crowd swayed and sang along, linking arms. Clinton walked onto the stage with Khizr Khan, whose son was a slain Muslim U.S. soldier. Khan addressed the Democratic National Convention in July, criticizing Trump’s proposal to ban Muslims from entering the country and offering to loan him a U.S. Constitution. Some in Manchester held up miniature Constitutions in tribute. “In a race that has been marked by ugly suspicion and insults and attacks of all kinds against immigrants, Muslims and so many others, Mr. Khan, I think, reminded all of us that we are Americans,” Clinton said. Clinton called Tuesday a “crossroads election” and a “moment of reckoning,” echoing her earlier statements at a Cleveland rally with Cavaliers player LeBron James. “Our core values as Americans are being tested,” she said.",1,0
"So much winning!  Were  going to be winning so much, you re going to be sick of winning!  -Candidate Donald J. TrumpPresident Donald Trump hailed the opening Thursday of a new coal mine as proof deregulation is helping bring jobs to the industry, even though plans for the mine s opening were made well before Trump s election.Corsa Coal Corp. will supply coal used in making steel and is expected to generate up to 100 full-time jobs. The company said it decided in August to open the Acosta mine 60 miles south of Pittsburgh after a steel industry boom drove up prices for metallurgical coal.Under a tent perched hundreds of feet above a freshly dug coal pit, about 200 miners, business leaders, and politicians celebrated amid the surge of enthusiasm for the industry. Mining headgear lay atop red, white, and blue table cloths labeled  Make Coal Great Again. Democratic Gov. Tom Wolf said the mine was part of an effort to bring back jobs and industry to the state. Pennsylvania awarded a $3 million grant for the project. We have not always capitalized on our standing as one of the world s leaders in these resources, but we re changing that,  Wolf said.Trump has made reversing the decades-long decline in coal mining the central tenet of his environmental policy, blaming federal regulations aimed at curbing planet-warming carbon emissions for job losses in the industry. Trump and Environmental Protection Agency Administrator Scott Pruitt have targeted laws that protected waterways from coal waste and required states to slash carbon emissions from power plants. About a dozen protesters chanted in opposition to the mine at the opening.Trump noted the impending opening of the mine last week during his speech announcing the nation s withdrawal from the Paris climate accord. He said then he had hoped to attend the event; he participated via recorded video message, taking partial credit for the opening. One by one, we re eliminating the regulations that threaten your jobs, and that s one of the big reasons you re opening today: Less regulation,  Trump said.  We have withdrawn the United States from the horrendous Paris climate accord, something that would have put our country back decades and decades, we would have never allowed ourselves to be great again. Trump noted the impending opening of the mine last week during his speech announcing the nation s withdrawal from the Paris climate accord. He said then he had hoped to attend the event; he participated via recorded video message, taking partial credit for the opening. One by one, we re eliminating the regulations that threaten your jobs, and that s one of the big reasons you re opening today: Less regulation,  Trump said.  We have withdrawn the United States from the horrendous Paris climate accord, something that would have put our country back decades and decades, we would have never allowed ourselves to be great again.   For entire story: Mcall",0,1
"The Emmy awards show was peppered with political jokes and pointed speeches on Sunday, as host Stephen Colbert took shots at U.S. President Donald Trump, Sean Spicer made a surprise appearance and Trump won an Emmy - sort of.  Alec Baldwin, who won a comedy supporting actor Emmy for parodying Trump on NBC’s sketch series “Saturday Night Live,” accepted his award on stage and said, “I suppose I should say, at long last Mr. President, here is your Emmy.”  Trump’s lack of an Emmy win during his long-running stint hosting NBC’s “The Apprentice” and “The Celebrity Apprentice” has been a sore spot for the now president, who has bemoaned not winning in previous years.  Colbert opened Sunday’s Emmys ceremony with a musical number that touched on climate change, news media and included Julia Louis-Dreyfus, dressed as her foul-mouthed fictitious president Selina Meyer from “Veep,” singing “Imagine if your president was not beloved by Nazis.”   Colbert later poked fun at Trump, calling him “the biggest TV star of the last year,” and criticizing the television academy for not previously giving Trump an Emmy award.  “Why didn’t you give him an Emmy? If he had won an Emmy, I bet he wouldn’t have run for president,” Colbert quipped.      Many of the stars taking the Emmys stage on Sunday also threw jabs at the president.  Donald Glover, who won two Emmys including best comedy actor for his FX show “Atlanta,” joked on stage, “I want to thank Trump for making black people number one on the most oppressed list, he’s the reason I’m up here I think.” Louis-Dreyfus, who won best comedy actress for a record sixth time for her role as Meyer on “Veep,” said of the upcoming season, “We did have whole storyline about an impeachment, but we abandoned that because we were worried that someone else might get to it first.”     Former White House press secretary Spicer walked onto the Emmy stage wheeling a podium and stunning the star-studded audience, including Melissa McCarthy, who won a guest actress Emmy for portraying him on NBC’s “Saturday Night Live.”  “This will be the largest audience to witness an Emmys, period, both in person and around the world,” Spicer said while pointing his finger at Colbert.  “Wow, that really soothes my fragile ego,” the host deadpanned, before pointing at Spicer and saying, “Melissa McCarthy everyone, give it up,” as Spicer laughed and shook his head. Spicer burst onto the public stage in January as Trump’s first press secretary, with a scolding rant against reporters accusing them of lowballing the size of the Inauguration Day crowd. He left the White House this summer, sparking a flurry of speculation as to his next career move.",1,0
"Below are the highlights from Reuters’ Oct. 25 exclusive interview with Republican presidential nominee Donald Trump.  “(Hillary Clinton) has no plan for Syria. Look, with her you’ll end up in World War Three. She doesn’t know what she’s doing, just like with Libya, just like with everything else she’s done. So Syria now is no longer Syria. Syria is Russia and the new Iran that we built through the Iran deal, which is one of the worst negotiated deals I’ve ever seen. So you’re not fighting Syria anymore, you’re fighting Syria, Russia and Iran, alright. Russia is a nuclear country, but a country where the nukes work as opposed to other countries that talk.” “I say the first thing we have to do is get rid of ISIS before we start thinking about Syria.”  “(Syrian President Bashar al-)Assad is secondary, to me, to ISIS.” “If Hillary Clinton ended the war and left troops behind, we wouldn’t even be fighting for Mosul right now, OK. She gave them Mosul. She didn’t know what she was doing. The woman is incompetent.” “One of the reasons we were going in was to get the ISIS leaders. But if that’s the case, why didn’t we go in as a surprise attack instead of - you know, with the element of surprise - instead of announcing three months ago that we’re going into Mosul?” “I would hope to have a good relationship with Russia. And I would hope to have a good relationship with Putin. “I’m not friends or enemies with the Russians. I have nothing to do Russia.” “(Clinton) always casts Putin as a bad guy and a bad light. If she won, how is she going to go back and negotiate with this man who she has made to be so evil. He’s not going to want to negotiate with her, number one. Number two, I don’t believe he has any respect for Hillary Clinton whatsoever.  On Philippine President Rodrigo Duterte saying he was against the presence of any foreign troops in his country: “He probably made a deal with China... He’s dealing with China and Russia so he probably made a deal with China and Russia.” “The Philippines are a very important strategic location. He has no respect or liking of Obama ...” “I think it’s a horrible thing that the United States is reduced to being thrown out of a country.” “There’s a big group of people that are in that category (of world leaders who dislike Obama) because Obama wants to focus on his golf game. He doesn’t want to take the time necessary to get along with people. It’s too bad.” Wikileaks on Tuesday released a batch of hacked emails from the account of Clinton’s campaign manager, John Podesta, that shows her Democratic presidential campaign reacting after President Barack Obama said in a television interview that he learned of her private email server through news reports. Trump’s response: “Well, I now see why the president stuck up for Hillary, because he didn’t want to be dragged into it... Because he knew all about her private server.” “This is a big thing. This means that he has to be investigated.” “Thousands of people are standing there to vote. I think those people are very, very disappointed that the leaders (of the Republican Party) aren’t helping us win.” “I know this: If the leaders were helping me, we couldn’t lose this election. It would be an impossibility.” “The media’s rigging the system. It’s never been a pile on like this ... I mean, they’re rigging the polls. The polls are ridiculous. Look at that one poll that came out, ABC/Washington Post. That was a Democratic poll. They’re rigging the system.” An ABC News/Washington Post poll released on Sunday showed Clinton leading Trump by 12 percentage points among likely voters.",1,0
"Republican presidential candidate Donald Trump released a video statement on Facebook on Saturday, apologizing for lewd comments he made about women but calling footage of his comments a “distraction” from bigger political issues.",1,0
"This explains a report we heard this morning of Putin and Obama seen having a serious conversation at the Global Warming Summit in Paris. It s being reported that the two leaders spoke of the Syrian civil war and Ukraine. Does anyone else think this photo is pretty awkward?  This is a huge deal and is basically giving Putin a big reason to go after Turkey. Here we go!Russia has received additional intelligence confirming that oil from deposits controlled by Islamic State (IS, formerly ISIS/ISIL) goes through Turkey on an industrial scale, President Vladimir Putin said speaking on the sidelines of the climate change summit in Paris.Moscow has grounds to suspect that the Su-24 was downed by Turkish jets on November 24 to secure illegal oil deliveries from Syria to Turkey, he said. At the moment we have received additional information confirming that that oil from the deposits controlled by Islamic State militants enters Turkish territory on industrial scale,  he said. We have every reason to believe that the decision to down our plane was guided by a desire to ensure security of this oil s delivery routes to ports where they are shipped in tankers,  Putin said.Terrorists have been abusing the visa-free regime between Russia and Turkey to move freely, the Russian leader said adding that Ankara failed to address the issue after Russia raised it. We have been asking [Ankara] for a long time to pay attention  to the threat posed by some terrorists active in separate regions of Russia, including the northern Caucuses, that have been  emerging on Turkish territory,  Putin said.Moscow has asked Ankara to  stop this practice,  he added, but pointed out that  we have traced some located on the territory of the Turkish Republic and living in regions guarded by special security services and police that have used the visa-free regime to return to our territory, where we continue to fight them,  he added.Answering a question as to whether Moscow wants to form a broad based anti-terrorist coalition, Putin said Russia has always supported this initiative,  but this cannot be done while someone continues to use several terrorist organizations to reach their immediate goals. Putin admitted he personally was saddened by the worsening relations with Turkey. He elaborated that  problems do exist and they emerged a long time ago and we have been trying to resolve them in dialogue with our Turkish partners. Putin said he has heard Ankara s comments that it was not President Recep Erdogan who made the decision to down the Russian jet. However, for Russia  it doesn t really matter  which official made the decision. As a result of this criminal campaign our two soldiers died   a crew commander and a marine, who was part of the rescue team of the [Su-24] crew,  he said adding that Turkish actions were  a huge mistake. Via: RT",0,1
"Dear EU government: Yes The majority of Americans would agree, Obama is mentally unstable and yes, he needs to be impeached and removed from office A senior diplomat with a European Union government allegedly told former NSA intelligence analyst and counterintelligence officer and Daily Beast columnist John Schindler that his/her government believes President Barack Obama is  quite mentally unwell  and inquired about impeachment an apparent suggestion that his/her government believes Obama is unfit to serve as president and should be removed from office according to a tweet by Schindler posted Monday. Had a senior EU diplomat, old friend, ask me today,  How does your impeachment work? My government believes Obama is quite mentally unwell. Had a senior EU diplomat, old friend, ask me today, ""How does your impeachment work? My government believes Obama is quite mentally unwell.""  John Schindler (@20committee) October 12, 2015What is striking is that the  senior EU diplomat  said it was the opinion of his/her government, not his/her personal opinion, that Obama was considered a candidate for removal from office for insanity.The European Union Web site lists the following countries as members. One of these nations apparently believes Obama is  quite mentally unwell :Austria, Belgium, Bulgaria, Cyprus, Croatia, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and the United Kingdom.The constitutionally mandated process for removing Obama from office over mental health issues would be to invoke Section 4 of the Twenty-Fifth Amendment. Whenever the Vice President and a majority of either the principal officers of the executive departments or of such other body as Congress may by law provide, transmit to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office, the Vice President shall immediately assume the powers and duties of the office as Acting President. Thereafter, when the President transmits to the President pro tempore of the Senate and the Speaker of the House of Representatives his written declaration that no inability exists, he shall resume the powers and duties of his office unless the Vice President and a majority of either the principal officers of the executive department or of such other body as Congress may by law provide, transmit within four days to the President pro tempore of the Senate and the Speaker of the House of Representatives their written declaration that the President is unable to discharge the powers and duties of his office. Thereupon Congress shall decide the issue, assembling within forty-eight hours for that purpose if not in session. If the Congress, within twenty-one days after receipt of the latter written declaration, or, if Congress is not in session, within twenty-one days after Congress is required to assemble, determines by two-thirds vote of both Houses that the President is unable to discharge the powers and duties of his office, the Vice President shall continue to discharge the same as Acting President; otherwise, the President shall resume the powers and duties of his office. An excerpt of Schindler s bio describes his intel/foreign affairs background: he spent nearly a decade with the super-secret National Security Agency as an intelligence analyst and counterintelligence officer. There s not much he can say about that, except that he worked problems in Eastern Europe and the Middle East with a counterespionage flavor, and he collaborated closely with other government agencies who would probably prefer he didn t mention them. He s also served as an officer specializing in cryptology (now called information warfare for no particular reason) in the U.S. Navy Reserve.  Via: Gateway Pundit",0,1
"There is no word yet, about how Rocket Man plans to respond to the egg on his face South Korea is making sure North Korea doesn t forget about the regime s soldier who defected to the South in a daring escape earlier this month   by blasting updates about the defector s health through its military s loudspeakers at the Demilitarized Zone, a report said on Sunday.South Korean troops broadcasted an update on Sunday about the North Korean soldier s  nutritive conditions,  taking a hit at the Hermit Kingdom s alleged health issues, Yonhap News Agency reported. The broadcasts are reportedly so loud that people within 12.4 miles from the DMZ are able to hear it. The nutritive conditions of the North Korean soldier who recently defected through the Panmunjom were unveiled,  an official told Yonhap News Agency.Consistent updates have been broadcast through South Korean military s loudspeakers since the soldier, identified by his surname, Oh, was shot at least five times while dashing across the Joint Security Area   a strip of land at the DMZ where North and South Korean forces stand face-to-face   on Nov. 13. The broadcast operation is part of an ongoing psychological warfare between the North and the South. The gigantic loudspeakers were switched back on in January 2016 after North Korea s fourth nuclear test.The loudspeakers are also reportedly used to blast propaganda to persuade North Korean soldiers to doubt Kim Jong Un s regime and even convince them to defect to the South, the BBC reported. Those speakers have been used sporadically since the end of the Korean War.Watch the North Korean s daring escape here:The 24-year-old North Korean defector is currently recovering from the gunshot wounds he endured when his fellow comrades fired dozens of rounds at him to stop him from defecting to the South. Video of Oh s dash to freedom released on Wednesday showed him speeding down a tree-lined road as stunned North Korean soldiers began running after him. He fell into a pile of leaves against a small wall before being dragged to safety by South Korean troops.   FOX News",0,1
"There is no word yet, about how Rocket Man plans to respond to the egg on his face South Korea is making sure North Korea doesn t forget about the regime s soldier who defected to the South in a daring escape earlier this month   by blasting updates about the defector s health through its military s loudspeakers at the Demilitarized Zone, a report said on Sunday.South Korean troops broadcasted an update on Sunday about the North Korean soldier s  nutritive conditions,  taking a hit at the Hermit Kingdom s alleged health issues, Yonhap News Agency reported. The broadcasts are reportedly so loud that people within 12.4 miles from the DMZ are able to hear it. The nutritive conditions of the North Korean soldier who recently defected through the Panmunjom were unveiled,  an official told Yonhap News Agency.Consistent updates have been broadcast through South Korean military s loudspeakers since the soldier, identified by his surname, Oh, was shot at least five times while dashing across the Joint Security Area   a strip of land at the DMZ where North and South Korean forces stand face-to-face   on Nov. 13. The broadcast operation is part of an ongoing psychological warfare between the North and the South. The gigantic loudspeakers were switched back on in January 2016 after North Korea s fourth nuclear test.The loudspeakers are also reportedly used to blast propaganda to persuade North Korean soldiers to doubt Kim Jong Un s regime and even convince them to defect to the South, the BBC reported. Those speakers have been used sporadically since the end of the Korean War.Watch the North Korean s daring escape here:The 24-year-old North Korean defector is currently recovering from the gunshot wounds he endured when his fellow comrades fired dozens of rounds at him to stop him from defecting to the South. Video of Oh s dash to freedom released on Wednesday showed him speeding down a tree-lined road as stunned North Korean soldiers began running after him. He fell into a pile of leaves against a small wall before being dragged to safety by South Korean troops.   FOX News",0,1
"Maybe Florida isn t as pro-amnesty as Jeb Bush and Marco Rubio had hoped. That s gonna leave a mark For the first time this year, Donald Trump tops a state poll of GOP presidential candidates in Florida.A St. Pete Polls survey released on Wednesday shows the New York businessman with 26 percent support, with Jeb Bush in second place with 20 percent.Wisconsin Governor Scott Walker is in third place with 12 percent, and Marco Rubio is in fourth place with 10 percent. He s followed by Dr. Ben Carson at 5 percent, Ted Cruz and John Kasich at 4 percent, and Rand Paul at 3 percent. 16 percent are unsure or are supporting another candidate not named in the survey.When it comes to the GOP Senate race, however, there is no clear front-runner at all, some 13 months before the primary election.Among those who actually have an opinion, Pinellas County congressman David Jolly gets 10 percent support, with Lieutenant Governor Carlos Lopez-Cantera and Jacksonville area Congressman Ron DeSantis right behind him, essentially tied at 9 percent. Lopez-Cantera gets 9.2 percent support, DeSantis 8.9 percent.Former combat veteran and businessman Todd Wilcox gets 5 percent support (5.2%), tying him with North Florida congressman Jeff Miller (4.9%), who is not officially in the race.But an overwhelming 61 percent say they are undecided.That s a change from a similar poll taken two weeks ago, where Jolly garnered 22 percent support, 10 percent more than Miller.In terms of the reliability of this survey, Matt Florell of St. Pete Polls said his firm has had an impressive run the past three years, with several of its polls coming with the margin of error with final election results. The polling  almost always predicted the eventual winner of the election,  Florell said, citing the recent Jacksonville mayoral election and many of the general election races in 2014. But related to this specific poll,  he added,  I would refer back to our 2014 Democratic Primary poll and how close we were to the final results for both governor and attorney general. The poll of 1,902 Florida likely Republican primary voters was conducted from Saturday, July 18, 2015 to Tuesday, July 28, 2015. It was made up of a sampling of registered Republican party voters from the state of Florida, and has a 2.2% margin of error at a 95% confidence level.Via: St. Peters Blog",0,1
"Bravo! Polish prime minister Beata Szydlo just put her foot down! She told the EU that Poland will not be  blackmailed  into accepting thousands of refugees under the EU quota system. Szydlo hammered the weak EU for allowing the slow death of European culture and its people by taking in millions of refugees that are destroying the Western nations financially, socially and culturally. In a fantastic speech before the Polish Parliament, Szydlo urged lawmakers to protect Poland and its children from the scourges of Islamist terrorism and cultural suicide:Where are you headed, Europe? Rise from your knees and from your lethargy, or you will be crying over your children every day.If you cannot see that terrorism has the potential to hurt every country in Europe, and you think that Poland should not defend itself, you are going hand in hand with those who point this weapon against Europe, against all of us.Do we want politicians who say we have to  get used to  terrorist attacks?Prime Minister Beata Szydlo received raucous applause from many members of the Polish parliament, who expressed their approval of her no-nonsense call to action.",0,1
"President Barack Obama said on Saturday that the prevalence of guns in U.S. society is one factor behind American violence and the fact that there was a gun in the car contributed to the shooting of a black Minnesota man last week. “In Minneapolis, we don’t know yet what happened, but we do know that there was a gun in the car that apparently was licensed but it caused, in some fashion, those tragic events,” Obama told reporters. “We can’t just ignore that and pretend that that’s somehow political ... it is a contributing factor –not the sole factor – but a contributing factor to the broader tensions that arise between police and the communities where they serve.”",1,0
WOW! John McCain is leading a vicious campaign against the Russian government since the November election.In January McCain suggested the Russian  hacking  of the election was an  act of war. Sworn Donald Trump enemy John McCain also admitted to passing a dossier of false claims of a Russian blackmail plot against the president-elect to the FBI.But OOPS! It looks like it wasn t that long ago that Senator McCain requested campaign donations from Russian officials for his Presidential campaign.Wikileaks released documents this week following the sudden death of Russian UN ambassador Vitaly Churkin.There are several documents Wikileaks has on McCain s request for donations from the Russians.In 2008 the Russian mission released a letter on a fundraising attempt from John McCain.  GPAccording to Reddit users John McCain illegally asked for campaign donations from the Russian Ambassador. (the same ambassador that died suddenly on Monday) This globalist shrieks about Russian influence while he himself participated in it.The Russians told McCain they would not donate to his campaign.,0,1
"After North Korea s most recent missile launch, the North Korean dictator, Kim Jong Un claimed he had  finally realized the great historic cause of completing the state nuclear force.  US Defense Secretary James Mattis claimed that North Korea now has the ability to hit  everywhere in the world. Meanwhile, the New York Times is blaming the Trump administration for starving the North Koreans, after placing stricter sanctions on the rogue nation.The left-leaning New York Times bizarrely claimed this week that the decades-long famine plaguing North Korea is not the fault of its brutal communist regime, but most likely due to American interference and foreign policy, saying the  hunger is devastating. And it s our fault. The article, published over the weekend, lays the blame of millions of starved and tortured North Koreans at the feet of the American administration, saying the US and its allies have  crippled  Kim Jong Un s ability to feed his own people. Led by the United States, the international community is crippling North Korea s economy,  writes the author.  In August and September, the United Nations Security Council passed resolutions banning exports of coal, iron, lead, seafood and textiles and limiting the import of crude oil and refined petroleum products. The United States, Japan and South Korea have each imposed bilateral sanctions on Pyongyang to further isolate the country. We are trying to inflict pain on the North Korean regime to stop the development of nuclear weapons and missiles. That s understandable. But in the process, we are also punishing the most vulnerable citizens and shackling the ability of humanitarian agencies to deliver aid to them,  the author adds.North Korea s massive food shortages date back to the 1990s when dictator Kim Jong Il s regime was incapable of handling droughts and other natural disasters that cut dwindling food supplies by over 30%.   Hannity.com",0,1
"When white supremacists began rallying in downtown Charlottesville this weekend, Liz Licht kept the TV off, trying  to shield her three kids from the hate spewed on the streets of this normally quiet college town. But after learning that a 32-year-old woman who joined a counter-protest was killed by a man described as having neo-Nazi sympathies, Licht could no longer keep news of the violence from her nine-year-old son and seven-year-old twins. “Our son went to bed scared that night,” Licht said. “He said he never really knew evil existed until that day.” Licht joined other parents to call on the local school district to help Charlottesville children exposed to the hate and violence, especially as they leave the safe haven of home to start the school year.  “We want to work with them to develop buddy systems to pair them up with someone who is an immigrant or refugee,” Licht, 41, said on Tuesday as she stood near a pile of flowers marking the street where Heather Heyer was killed. “Make it hands-on, not just talking about it.” Charlottesville Public Schools officials said they are preparing specific plans on how to address the issue when students return to classes next week. School leaders are tweaking their plans for the new year and preparing teachers to handle students’ questions about the violence and hate speech, schools Superintendent Rosa Atkins said in an e-mail. “If we miss these steps, we will miss an opportunity for healing and growth,” Atkins said. Saturday’s rally was the latest in a series of demonstrations by white supremacists in Charlottesville in recent months. It deteriorated into street fighting that culminated in Heyer’s killing, allegedly by 20-year-old James Alex Field, who injured 19 other people by crashing his car into a counter-protest.  Psychologists often warn that young children can be traumatized by images of violence and urge parents to limit their exposure to news accounts of events like Saturday’s rally. But given the white nationalist ideology that drove the “Unite the Right” event, experts said parents and schools should talk directly with their children about their beliefs. “This is a really important teaching moment,” said Gail Saltz, a clinical associate professor of psychiatry at the Cornell School of Medicine. Schools in particular could use the incident as a way to teach students to cope with bullying, by stepping up to object to bullies, rather than being passive bystanders. “Any way that one can be helpful always relieves anxiety,” said Saltz. “You might say to a child that in your microcosm of school, it’s really important to make everyone feel respected.” Corey Eicher, 42, stopped with his daughters, aged seven and four, to leave flowers at the memorial for Heyer. He said he had tried to soothe his children’s fears by talking about the police and race. “We showed them that a lot of the police working that day were black, of every color,” Eicher said. “My older daughter is seven, so she kind of understands what is happening.” Lila’s reaction to Saturday’s events was brief: “Scary.”",1,0
"Just suppose the play was cancelled because the school was using black actors. Would this be the only place you would see this story?A small, state college in northern Pennsylvania has canceled a musical about a week before it was scheduled to open after the playwright objected to the use of white actors for South Asian characters.Clarion University had spent much of the year preparing to stage the punk rock version of  Jesus in India,  by dramatist Lloyd Suh, which ran off-Broadway in 2013 and received favorable reviews.Suh, who owns the rights to the musical, sent an e-mail on Monday to the school s play director Marilouise Michel ordering her to either replace the non-Asian actors with  ethnically appropriate actors  or cancel the production, which was due to open Nov. 18. I have severe objections to your use of Caucasian actors in roles clearly written for South Asian actors, and consider this an absolutely unacceptable distortion of the play,  Suh wrote in the e-mail provided to Reuters by Michel.Michel told Reuters on Thursday that one of the Indian roles was to be played by a biracial girl, and the rest by whites. They were not doing the roles in  brownface  or using dialects, she said, but Suh rejected any solution other than removing them.Suh, who has another play,  Exotic Oriental Murder Mystery,  running off-Broadway this month, did not respond to requests for comment, nor did his agent, Beth Blickers.Michel said Clarion University, with about 4,900 students, has a student body that is 0.6 percent Asian and that no Asians auditioned for the play.She tried several times to reach Suh by phone to discuss aspects of his play, but he did not take her calls before it was canceled on Tuesday, she said.When he saw the cast photos earlier this month, he demanded through Blickers to know the ethnicity of the actors, she said. I couldn t stop myself from crying when I saw the photos and realized what was happening,  Suh wrote in his e-mail.On Tuesday, the day after Suh s e-mail, the New York Times published an opinion piece by Indian-American comedian Aziz Ansari decrying the treatment of Asian, particularly Indian actors, in the media but also noted that such actors were harder to find.VIA: Reuters",0,1
"Late-night TV host Jimmy Kimmel opened his program Monday with a ten-minute political rant about Sunday s mass murder in Las Vegas, saying  now is the time for political debate  about gun control.Dismissing as inadequate calls for prayers for the victims by President Donald Trump, House Speaker Paul Ryan, and Senate Majority Leader Mitch McConnell (R-KY), the Jimmy Kimmel Live host said:  they should be praying for God to forgive them for letting the gun lobby run this country. Kimmel railed against lawmakers who  won t do anything about this because the NRA has their balls in a money clip,  insisting that their  thoughts and your prayers are insufficient. The comic responded to those saying there was nothing that could have been done to stop Sunday s attack.  I disagree with that intensely,  Kimmel said,  because of course there s something we can do about it.   BreitbartMeanwhile, reports are coming out that Kimmel has increased his security detail  which consists of highly-trained, off-duty police officers.According to a report from The Blast on Monday, late night host Jimmy Kimmel has been bulking up on his security for his Jimmy Kimmel Live! show tapings, including the addition of  highly-trained, off-duty police officers  at both the front and back entrances. Per the report:Sources close to the show tell The Blast that ever since Kimmel re-ignited his campaign against the Republicans  health care proposals, the comedian has had some issues with protestors at the show.We re told the show has responded by adding security to the tapings   increasing personnel at both the front and back entrances.",0,1
"In 2017, Kelli O Brien, the aunt of Joshua Boyle spoke publicly about the kidnapping of her nephew and his wife Caitlan Boyle who expresses her disappointment over the lack of response from Prime Minister Trudeau. Interestingly enough, Trudeau was visiting President Trump when Trump announced that he would soon be announcing some very good news would be forthcoming regarding the captured family s status.TODAY, Boyle and Coleman s families got some very good news! More winning An American woman, her Canadian husband, and their three children have been freed from captivity by Pakistani security forces, nearly five years after being taken hostage by the Taliban in Afghanistan.The initial word came from a Pakistani Army statement and was confirmed by US officials.The couple, American Caitlan Coleman, 31, and her American husband, Joshua Boyle, 33, were kidnapped by the Taliban in 2012 while they were traveling as tourists in Afghanistan and were held in captivity since.Coleman was pregnant when she was kidnapped. The couple had two more children born in captivity.Here is a video showing Joshua Boyle and his wife Caitlin Coleman speaking to the camera while in captivity in January 2017: In a statement, the Pakistani Army said US intelligence agencies had been tracking the hostages and shared intelligence with Pakistan when the family was moved to the country. US officials confirmed there was intelligence about their location in recent days that was shared with the Pakistanis. The operation by Pakistani forces, based on actionable intelligence from US authorities was successful; all hostages were recovered safe and sound and are being repatriated to the country of their origin,  the statement said.  The success underscores the importance of timely intelligence sharing and Pakistan s continued commitment towards fighting this menace through cooperation between two forces against a common enemy. It is possible that the successful recovery of the family was what was being referenced Wednesday when President Donald Trump told a crowd in Pennsylvania that  something happened today where a country that totally disrespected us called with some very, very important news. Trump did not disclose what country or any details involved but said  one of my generals came in and they said, you know, I have to tell you, a year ago they would have never done that. This is a country that did not respect us, this is a country that respects us now. The world is starting to respect us again, believe me,  Trump said appearing to reference Pakistan and that country s role in bringing about the recovery of the four hostages. CNN",0,1
"THE FAA IS GETTING PETTY AND VINDICTIVE The agency said Thursday it intends to rename three navigation points near Palm Beach International Airport in Florida that currently are named for the billionaire and Republican presidential candidate.It s fairly common for the FAA to name such points, which are used by pilots and air traffic controllers, for local figures. Trump has a home in Palm Beach. In 2010, a local air traffic controller named the points DONLD, TRMMP and UFIRED. The last is a reference to the catchphrase  You re fired  from Trump s reality TV show  The Apprentice. The FAA said in a statement that the agency generally chooses names that are non-controversial.Trump has been under fire for recent statements accusing many immigrants of being drug dealers and rapists.Via: Breitbart News",0,1
"Wow! This is clearly something the White House prepared for because they had a packet of information available for the press to look over.Deputy AG Rosentein sent out an email with information regarding Comey s gaffes. Then this The White House released a statement confirming the dismissal of FBI Director James Comey:All we can say about this is   It s about time!Comey had 7 years left in his 10 year tenure at the FBI.AG jeff Sessions recommended this firing The White House announced Tuesday afternoon that FBI Director James Comey was fired. Today, President Donald J. Trump informed FBI Director James Comey that he has been terminated and removed from office,  White House press secretary Sean Spicer said in a statement.  President Trump acted based on the clear recommendations of both Deputy Attorney General Rod Rosenstein and Attorney General Jeff Sessions. PRESIDENT TRUMP S LETTER: The search for a new director will begin immediately, Spicer added. The FBI is one of our nation s most cherished and respected institutions and today will mark a new beginning for our crown jewel of law enforcement,  Trump said in the statement.VIA: BUSINESS INSIDER",0,1
